# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendAtEnd
# Parameters: (size = 1)

# Run progress: 0,00% complete, ETA 23:36:40
# Fork: 1 of 5
# Warmup Iteration   1: 0,016 us/op
# Warmup Iteration   2: 0,016 us/op
# Warmup Iteration   3: 0,016 us/op
# Warmup Iteration   4: 0,016 us/op
# Warmup Iteration   5: 0,016 us/op
Iteration   3: 0,032 us/op
Iteration   4: 0,032 us/op
Iteration   5: 0,032 us/op

# Run progress: 27,29% complete, ETA 17:14:09
# Fork: 3 of 5
# Warmup Iteration   1: 0,031 us/op
# Warmup Iteration   2: 0,034 us/op
# Warmup Iteration   3: 0,032 us/op
# Warmup Iteration   4: 0,032 us/op
# Warmup Iteration   5: 0,031 us/op
Iteration   1: 0,032 us/op
Iteration   2: 0,032 us/op
Iteration   3: 0,032 us/op
Iteration   4: 0,031 us/op
Iteration   5: 0,032 us/op

# Run progress: 27,41% complete, ETA 17:12:29
# Fork: 4 of 5
# Warmup Iteration   1: 0,040 us/op
# Warmup Iteration   2: 0,034 us/op
# Warmup Iteration   3: 0,041 us/op
# Warmup Iteration   4: 0,042 us/op
# Warmup Iteration   5: 0,041 us/op
Iteration   1: 0,041 us/op
Iteration   2: 0,041 us/op
Iteration   3: 0,041 us/op
Iteration   4: 0,041 us/op
Iteration   5: 0,041 us/op

# Run progress: 27,53% complete, ETA 17:10:48
# Fork: 5 of 5
# Warmup Iteration   1: 0,031 us/op
# Warmup Iteration   2: 0,034 us/op
# Warmup Iteration   3: 0,032 us/op
# Warmup Iteration   4: 0,031 us/op
# Warmup Iteration   5: 0,031 us/op
Iteration   1: 0,032 us/op
Iteration   2: 0,032 us/op
Iteration   3: 0,032 us/op
Iteration   4: 0,032 us/op
Iteration   5: 0,031 us/op


Result "de.codecentric.fpl.list.Consume.getAllSequentially":
  0,034 ±(99.9%) 0,003 us/op [Average]
  (min, avg, max) = (0,031, 0,034, 0,041), stdev = 0,004
  CI (99.9%): [0,031, 0,036] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllSequentially
# Parameters: (size = 100)

# Run progress: 27,65% complete, ETA 17:09:08
# Fork: 1 of 5
# Warmup Iteration   1: 0,624 us/op
# Warmup Iteration   2: 0,645 us/op
# Warmup Iteration   3: 0,608 us/op
# Warmup Iteration   4: 0,589 us/op
# Warmup Iteration   5: 0,600 us/op
Iteration   1: 0,593 us/op
Iteration   2: 0,590 us/op
Iteration   3: 0,602 us/op
Iteration   4: 0,572 us/op
Iteration   5: 0,598 us/op

# Run progress: 27,76% complete, ETA 17:07:27
# Fork: 2 of 5
# Warmup Iteration   1: 0,604 us/op
# Warmup Iteration   2: 0,625 us/op
# Warmup Iteration   3: 0,588 us/op
# Warmup Iteration   4: 0,604 us/op
# Warmup Iteration   5: 0,590 us/op
Iteration   1: 0,589 us/op
Iteration   2: 0,582 us/op
Iteration   3: 0,607 us/op
Iteration   4: 0,600 us/op
Iteration   5: 0,576 us/op

# Run progress: 27,88% complete, ETA 17:05:47
# Fork: 3 of 5
# Warmup Iteration   1: 0,547 us/op
# Warmup Iteration   2: 0,542 us/op
# Warmup Iteration   3: 0,589 us/op
# Warmup Iteration   4: 0,580 us/op
# Warmup Iteration   5: 0,573 us/op
Iteration   1: 0,580 us/op
Iteration   2: 0,559 us/op
Iteration   3: 0,558 us/op
Iteration   4: 0,572 us/op
Iteration   5: 0,572 us/op

# Run progress: 28,00% complete, ETA 17:04:06
# Fork: 4 of 5
# Warmup Iteration   1: 0,623 us/op
# Warmup Iteration   2: 0,632 us/op
# Warmup Iteration   3: 0,592 us/op
# Warmup Iteration   4: 0,596 us/op
# Warmup Iteration   5: 0,585 us/op
Iteration   1: 0,594 us/op
Iteration   2: 0,594 us/op
Iteration   3: 0,577 us/op
Iteration   4: 0,592 us/op
Iteration   5: 0,594 us/op

# Run progress: 28,12% complete, ETA 17:02:26
# Fork: 5 of 5
# Warmup Iteration   1: 0,619 us/op
# Warmup Iteration   2: 0,641 us/op
# Warmup Iteration   3: 0,593 us/op
# Warmup Iteration   4: 0,598 us/op
# Warmup Iteration   5: 0,586 us/op
Iteration   1: 0,589 us/op
Iteration   2: 0,590 us/op
Iteration   3: 0,591 us/op
Iteration   4: 0,582 us/op
Iteration   5: 0,593 us/op


Result "de.codecentric.fpl.list.Consume.getAllSequentially":
  0,586 ±(99.9%) 0,009 us/op [Average]
  (min, avg, max) = (0,558, 0,586, 0,607), stdev = 0,013
  CI (99.9%): [0,576, 0,595] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllSequentially
# Parameters: (size = 1000)

# Run progress: 28,24% complete, ETA 17:00:45
# Fork: 1 of 5
# Warmup Iteration   1: 5,700 us/op
# Warmup Iteration   2: 5,624 us/op
# Warmup Iteration   3: 6,834 us/op
# Warmup Iteration   4: 6,643 us/op
# Warmup Iteration   5: 6,642 us/op
Iteration   1: 6,529 us/op
Iteration   2: 6,604 us/op
Iteration   3: 6,633 us/op
Iteration   4: 6,660 us/op
Iteration   5: 6,576 us/op

# Run progress: 28,35% complete, ETA 16:59:05
# Fork: 2 of 5
# Warmup Iteration   1: 5,566 us/op
# Warmup Iteration   2: 5,608 us/op
# Warmup Iteration   3: 6,859 us/op
# Warmup Iteration   4: 6,691 us/op
# Warmup Iteration   5: 6,720 us/op
Iteration   1: 6,629 us/op
Iteration   2: 6,442 us/op
Iteration   3: 6,476 us/op
Iteration   4: 6,844 us/op
Iteration   5: 6,657 us/op

# Run progress: 28,47% complete, ETA 16:57:24
# Fork: 3 of 5
# Warmup Iteration   1: 5,624 us/op
# Warmup Iteration   2: 5,616 us/op
# Warmup Iteration   3: 6,614 us/op
# Warmup Iteration   4: 6,656 us/op
# Warmup Iteration   5: 6,699 us/op
Iteration   1: 6,686 us/op
Iteration   2: 6,687 us/op
Iteration   3: 6,670 us/op
Iteration   4: 6,498 us/op
Iteration   5: 6,533 us/op

# Run progress: 28,59% complete, ETA 16:55:44
# Fork: 4 of 5
# Warmup Iteration   1: 5,758 us/op
# Warmup Iteration   2: 5,671 us/op
# Warmup Iteration   3: 6,827 us/op
# Warmup Iteration   4: 6,786 us/op
# Warmup Iteration   5: 6,443 us/op
Iteration   1: 6,760 us/op
Iteration   2: 6,659 us/op
Iteration   3: 6,596 us/op
Iteration   4: 6,665 us/op
Iteration   5: 6,837 us/op

# Run progress: 28,71% complete, ETA 16:54:03
# Fork: 5 of 5
# Warmup Iteration   1: 5,641 us/op
# Warmup Iteration   2: 5,589 us/op
# Warmup Iteration   3: 6,724 us/op
# Warmup Iteration   4: 6,705 us/op
# Warmup Iteration   5: 6,761 us/op
Iteration   1: 6,610 us/op
Iteration   2: 6,674 us/op
Iteration   3: 6,792 us/op
Iteration   4: 6,778 us/op
Iteration   5: 6,709 us/op


Result "de.codecentric.fpl.list.Consume.getAllSequentially":
  6,648 ±(99.9%) 0,079 us/op [Average]
  (min, avg, max) = (6,442, 6,648, 6,844), stdev = 0,105
  CI (99.9%): [6,569, 6,727] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.getAllSequentially
# Parameters: (size = 10000)

# Run progress: 28,82% complete, ETA 16:52:23
# Fork: 1 of 5
# Warmup Iteration   1: 61,064 us/op
# Warmup Iteration   2: 61,664 us/op
# Warmup Iteration   3: 84,353 us/op
# Warmup Iteration   4: 82,711 us/op
# Warmup Iteration   5: 82,100 us/op
Iteration   1: 83,650 us/op
Iteration   2: 83,789 us/op
Iteration   3: 83,819 us/op
Iteration   4: 82,665 us/op
Iteration   5: 81,782 us/op

# Run progress: 28,94% complete, ETA 16:50:42
# Fork: 2 of 5
# Warmup Iteration   1: 64,810 us/op
# Warmup Iteration   2: 60,654 us/op
# Warmup Iteration   3: 82,920 us/op
# Warmup Iteration   4: 82,959 us/op
# Warmup Iteration   5: 83,015 us/op
Iteration   1: 83,111 us/op
Iteration   2: 83,655 us/op
Iteration   3: 82,956 us/op
Iteration   4: 83,017 us/op
Iteration   5: 83,070 us/op

# Run progress: 29,06% complete, ETA 16:49:02
# Fork: 3 of 5
# Warmup Iteration   1: 63,273 us/op
# Warmup Iteration   2: 59,570 us/op
# Warmup Iteration   3: 83,756 us/op
# Warmup Iteration   4: 82,347 us/op
# Warmup Iteration   5: 83,884 us/op
Iteration   1: 83,025 us/op
Iteration   2: 83,739 us/op
Iteration   3: 82,686 us/op
Iteration   4: 83,325 us/op
Iteration   5: 83,655 us/op

# Run progress: 29,18% complete, ETA 16:47:21
# Fork: 4 of 5
# Warmup Iteration   1: 60,048 us/op
# Warmup Iteration   2: 60,409 us/op
# Warmup Iteration   3: 82,321 us/op
# Warmup Iteration   4: 82,625 us/op
# Warmup Iteration   5: 82,811 us/op
Iteration   1: 83,172 us/op
Iteration   2: 83,147 us/op
Iteration   3: 83,096 us/op
Iteration   4: 83,109 us/op
Iteration   5: 83,317 us/op

# Run progress: 29,29% complete, ETA 16:45:41
# Fork: 5 of 5
# Warmup Iteration   1: 61,522 us/op
# Warmup Iteration   2: 61,342 us/op
# Warmup Iteration   3: 84,740 us/op
# Warmup Iteration   4: 84,758 us/op
# Warmup Iteration   5: 80,493 us/op
Iteration   1: 85,187 us/op
Iteration   2: 80,235 us/op
Iteration   3: 84,637 us/op
Iteration   4: 80,573 us/op
Iteration   5: 80,625 us/op


Result "de.codecentric.fpl.list.Consume.getAllSequentially":
  83,002 ±(99.9%) 0,862 us/op [Average]
  (min, avg, max) = (80,235, 83,002, 85,187), stdev = 1,150
  CI (99.9%): [82,140, 83,863] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.mapElementsToThereDoubleValue
# Parameters: (size = 1)

# Run progress: 29,41% complete, ETA 16:44:01
# Fork: 1 of 5
# Warmup Iteration   1: 0,021 us/op
# Warmup Iteration   2: 0,021 us/op
# Warmup Iteration   3: 0,021 us/op
# Warmup Iteration   4: 0,020 us/op
# Warmup Iteration   5: 0,020 us/op
Iteration   1: 0,021 us/op
Iteration   2: 0,020 us/op
Iteration   3: 0,021 us/op
Iteration   4: 0,020 us/op
Iteration   5: 0,021 us/op

# Run progress: 29,53% complete, ETA 16:42:20
# Fork: 2 of 5
# Warmup Iteration   1: 0,022 us/op
# Warmup Iteration   2: 0,021 us/op
# Warmup Iteration   3: 0,021 us/op
# Warmup Iteration   4: 0,021 us/op
# Warmup Iteration   5: 0,021 us/op
Iteration   1: 0,021 us/op
Iteration   2: 0,021 us/op
Iteration   3: 0,021 us/op
Iteration   4: 0,021 us/op
Iteration   5: 0,021 us/op

# Run progress: 29,65% complete, ETA 16:40:40
# Fork: 3 of 5
# Warmup Iteration   1: 0,021 us/op
# Warmup Iteration   2: 0,021 us/op
# Warmup Iteration   3: 0,020 us/op
# Warmup Iteration   4: 0,020 us/op
# Warmup Iteration   5: 0,020 us/op
Iteration   1: 0,020 us/op
Iteration   2: 0,020 us/op
Iteration   3: 0,020 us/op
Iteration   4: 0,021 us/op
Iteration   5: 0,020 us/op

# Run progress: 29,76% complete, ETA 16:39:00
# Fork: 4 of 5
# Warmup Iteration   1: 0,021 us/op
# Warmup Iteration   2: 0,021 us/op
# Warmup Iteration   3: 0,020 us/op
# Warmup Iteration   4: 0,021 us/op
# Warmup Iteration   5: 0,020 us/op
Iteration   1: 0,020 us/op
Iteration   2: 0,020 us/op
Iteration   3: 0,021 us/op
Iteration   4: 0,021 us/op
Iteration   5: 0,020 us/op

# Run progress: 29,88% complete, ETA 16:37:19
# Fork: 5 of 5
# Warmup Iteration   1: 0,022 us/op
# Warmup Iteration   2: 0,021 us/op
# Warmup Iteration   3: 0,021 us/op
# Warmup Iteration   4: 0,021 us/op
# Warmup Iteration   5: 0,022 us/op
Iteration   1: 0,021 us/op
Iteration   2: 0,021 us/op
Iteration   3: 0,021 us/op
Iteration   4: 0,021 us/op
Iteration   5: 0,021 us/op


Result "de.codecentric.fpl.list.Consume.mapElementsToThereDoubleValue":
  0,021 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,020, 0,021, 0,021), stdev = 0,001
  CI (99.9%): [0,020, 0,021] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.mapElementsToThereDoubleValue
# Parameters: (size = 10)

# Run progress: 30,00% complete, ETA 16:35:39
# Fork: 1 of 5
# Warmup Iteration   1: 0,049 us/op
# Warmup Iteration   2: 0,051 us/op
# Warmup Iteration   3: 0,055 us/op
# Warmup Iteration   4: 0,053 us/op
# Warmup Iteration   5: 0,053 us/op
Iteration   1: 0,053 us/op
Iteration   2: 0,052 us/op
Iteration   3: 0,053 us/op
Iteration   4: 0,054 us/op
Iteration   5: 0,054 us/op

# Run progress: 30,12% complete, ETA 16:33:59
# Fork: 2 of 5
# Warmup Iteration   1: 0,049 us/op
# Warmup Iteration   2: 0,051 us/op
# Warmup Iteration   3: 0,052 us/op
# Warmup Iteration   4: 0,052 us/op
# Warmup Iteration   5: 0,052 us/op
Iteration   1: 0,052 us/op
Iteration   2: 0,053 us/op
Iteration   3: 0,052 us/op
Iteration   4: 0,052 us/op
Iteration   5: 0,052 us/op

# Run progress: 30,24% complete, ETA 16:32:18
# Fork: 3 of 5
# Warmup Iteration   1: 0,049 us/op
# Warmup Iteration   2: 0,051 us/op
# Warmup Iteration   3: 0,053 us/op
# Warmup Iteration   4: 0,055 us/op
# Warmup Iteration   5: 0,054 us/op
Iteration   1: 0,054 us/op
Iteration   2: 0,053 us/op
Iteration   3: 0,053 us/op
Iteration   4: 0,053 us/op
Iteration   5: 0,054 us/op

# Run progress: 30,35% complete, ETA 16:30:38
# Fork: 4 of 5
# Warmup Iteration   1: 0,072 us/op
# Warmup Iteration   2: 0,071 us/op
# Warmup Iteration   3: 0,070 us/op
# Warmup Iteration   4: 0,071 us/op
# Warmup Iteration   5: 0,070 us/op
Iteration   1: 0,070 us/op
Iteration   2: 0,071 us/op
Iteration   3: 0,070 us/op
Iteration   4: 0,070 us/op
Iteration   5: 0,070 us/op

# Run progress: 30,47% complete, ETA 16:28:57
# Fork: 5 of 5
# Warmup Iteration   1: 0,049 us/op
# Warmup Iteration   2: 0,051 us/op
# Warmup Iteration   3: 0,054 us/op
# Warmup Iteration   4: 0,054 us/op
# Warmup Iteration   5: 0,053 us/op
Iteration   1: 0,053 us/op
Iteration   2: 0,053 us/op
Iteration   3: 0,053 us/op
Iteration   4: 0,055 us/op
Iteration   5: 0,053 us/op


Result "de.codecentric.fpl.list.Consume.mapElementsToThereDoubleValue":
  0,057 ±(99.9%) 0,005 us/op [Average]
  (min, avg, max) = (0,052, 0,057, 0,071), stdev = 0,007
  CI (99.9%): [0,051, 0,062] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.mapElementsToThereDoubleValue
# Parameters: (size = 100)

# Run progress: 30,59% complete, ETA 16:27:17
# Fork: 1 of 5
# Warmup Iteration   1: 0,611 us/op
# Warmup Iteration   2: 0,551 us/op
# Warmup Iteration   3: 0,627 us/op
# Warmup Iteration   4: 0,635 us/op
# Warmup Iteration   5: 0,634 us/op
Iteration   1: 0,625 us/op
Iteration   2: 0,614 us/op
Iteration   3: 0,620 us/op
Iteration   4: 0,629 us/op
Iteration   5: 0,635 us/op

# Run progress: 30,71% complete, ETA 16:25:37
# Fork: 2 of 5
# Warmup Iteration   1: 0,556 us/op
# Warmup Iteration   2: 0,547 us/op
# Warmup Iteration   3: 0,547 us/op
# Warmup Iteration   4: 0,550 us/op
# Warmup Iteration   5: 0,566 us/op
Iteration   1: 0,565 us/op
Iteration   2: 0,545 us/op
Iteration   3: 0,564 us/op
Iteration   4: 0,558 us/op
Iteration   5: 0,562 us/op

# Run progress: 30,82% complete, ETA 16:23:56
# Fork: 3 of 5
# Warmup Iteration   1: 0,630 us/op
# Warmup Iteration   2: 0,619 us/op
# Warmup Iteration   3: 0,630 us/op
# Warmup Iteration   4: 0,639 us/op
# Warmup Iteration   5: 0,640 us/op
Iteration   1: 0,627 us/op
Iteration   2: 0,626 us/op
Iteration   3: 0,639 us/op
Iteration   4: 0,624 us/op
Iteration   5: 0,621 us/op

# Run progress: 30,94% complete, ETA 16:22:16
# Fork: 4 of 5
# Warmup Iteration   1: 0,559 us/op
# Warmup Iteration   2: 0,547 us/op
# Warmup Iteration   3: 0,561 us/op
# Warmup Iteration   4: 0,560 us/op
# Warmup Iteration   5: 0,566 us/op
Iteration   1: 0,565 us/op
Iteration   2: 0,546 us/op
Iteration   3: 0,546 us/op
Iteration   4: 0,565 us/op
Iteration   5: 0,566 us/op

# Run progress: 31,06% complete, ETA 16:20:35
# Fork: 5 of 5
# Warmup Iteration   1: 0,558 us/op
# Warmup Iteration   2: 0,549 us/op
# Warmup Iteration   3: 0,567 us/op
# Warmup Iteration   4: 0,566 us/op
# Warmup Iteration   5: 0,548 us/op
Iteration   1: 0,546 us/op
Iteration   2: 0,545 us/op
Iteration   3: 0,563 us/op
Iteration   4: 0,564 us/op
Iteration   5: 0,564 us/op


Result "de.codecentric.fpl.list.Consume.mapElementsToThereDoubleValue":
  0,585 ±(99.9%) 0,026 us/op [Average]
  (min, avg, max) = (0,545, 0,585, 0,639), stdev = 0,035
  CI (99.9%): [0,559, 0,611] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.mapElementsToThereDoubleValue
# Parameters: (size = 1000)

# Run progress: 31,18% complete, ETA 16:18:55
# Fork: 1 of 5
# Warmup Iteration   1: 5,711 us/op
# Warmup Iteration   2: 5,540 us/op
# Warmup Iteration   3: 5,537 us/op
# Warmup Iteration   4: 5,540 us/op
# Warmup Iteration   5: 5,651 us/op
Iteration   1: 5,648 us/op
Iteration   2: 5,739 us/op
Iteration   3: 5,732 us/op
Iteration   4: 5,543 us/op
Iteration   5: 5,551 us/op

# Run progress: 31,29% complete, ETA 16:17:15
# Fork: 2 of 5
# Warmup Iteration   1: 5,553 us/op
# Warmup Iteration   2: 5,395 us/op
# Warmup Iteration   3: 5,497 us/op
# Warmup Iteration   4: 5,607 us/op
# Warmup Iteration   5: 5,459 us/op
Iteration   1: 5,402 us/op
Iteration   2: 5,400 us/op
Iteration   3: 5,586 us/op
Iteration   4: 5,415 us/op
Iteration   5: 5,597 us/op

# Run progress: 31,41% complete, ETA 16:15:34
# Fork: 3 of 5
# Warmup Iteration   1: 5,780 us/op
# Warmup Iteration   2: 5,457 us/op
# Warmup Iteration   3: 5,594 us/op
# Warmup Iteration   4: 5,498 us/op
# Warmup Iteration   5: 5,590 us/op
Iteration   1: 5,470 us/op
Iteration   2: 5,563 us/op
Iteration   3: 5,412 us/op
Iteration   4: 5,480 us/op
Iteration   5: 5,446 us/op

# Run progress: 31,53% complete, ETA 16:13:54
# Fork: 4 of 5
# Warmup Iteration   1: 5,724 us/op
# Warmup Iteration   2: 5,554 us/op
# Warmup Iteration   3: 5,598 us/op
# Warmup Iteration   4: 5,690 us/op
# Warmup Iteration   5: 5,657 us/op
Iteration   1: 5,569 us/op
Iteration   2: 5,642 us/op
Iteration   3: 5,723 us/op
Iteration   4: 5,601 us/op
Iteration   5: 5,643 us/op

# Run progress: 31,65% complete, ETA 16:12:14
# Fork: 5 of 5
# Warmup Iteration   1: 5,731 us/op
# Warmup Iteration   2: 5,566 us/op
# Warmup Iteration   3: 5,574 us/op
# Warmup Iteration   4: 5,566 us/op
# Warmup Iteration   5: 5,754 us/op
Iteration   1: 5,750 us/op
Iteration   2: 5,578 us/op
Iteration   3: 5,550 us/op
Iteration   4: 5,556 us/op
Iteration   5: 5,553 us/op


Result "de.codecentric.fpl.list.Consume.mapElementsToThereDoubleValue":
  5,566 ±(99.9%) 0,079 us/op [Average]
  (min, avg, max) = (5,400, 5,566, 5,750), stdev = 0,106
  CI (99.9%): [5,487, 5,645] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.mapElementsToThereDoubleValue
# Parameters: (size = 10000)

# Run progress: 31,76% complete, ETA 16:10:33
# Fork: 1 of 5
# Warmup Iteration   1: 55,448 us/op
# Warmup Iteration   2: 55,502 us/op
# Warmup Iteration   3: 55,289 us/op
# Warmup Iteration   4: 54,346 us/op
# Warmup Iteration   5: 54,285 us/op
Iteration   1: 54,741 us/op
Iteration   2: 54,226 us/op
Iteration   3: 54,903 us/op
Iteration   4: 54,331 us/op
Iteration   5: 54,611 us/op

# Run progress: 31,88% complete, ETA 16:08:53
# Fork: 2 of 5
# Warmup Iteration   1: 54,672 us/op
# Warmup Iteration   2: 54,373 us/op
# Warmup Iteration   3: 54,440 us/op
# Warmup Iteration   4: 54,430 us/op
# Warmup Iteration   5: 54,412 us/op
Iteration   1: 54,536 us/op
Iteration   2: 54,819 us/op
Iteration   3: 54,376 us/op
Iteration   4: 54,361 us/op
Iteration   5: 56,090 us/op

# Run progress: 32,00% complete, ETA 16:07:13
# Fork: 3 of 5
# Warmup Iteration   1: 54,406 us/op
# Warmup Iteration   2: 54,351 us/op
# Warmup Iteration   3: 54,797 us/op
# Warmup Iteration   4: 55,191 us/op
# Warmup Iteration   5: 55,313 us/op
Iteration   1: 54,641 us/op
Iteration   2: 54,529 us/op
Iteration   3: 55,083 us/op
Iteration   4: 54,639 us/op
Iteration   5: 55,090 us/op

# Run progress: 32,12% complete, ETA 16:05:32
# Fork: 4 of 5
# Warmup Iteration   1: 55,371 us/op
# Warmup Iteration   2: 55,380 us/op
# Warmup Iteration   3: 54,640 us/op
# Warmup Iteration   4: 54,603 us/op
# Warmup Iteration   5: 54,709 us/op
Iteration   1: 54,643 us/op
Iteration   2: 55,232 us/op
Iteration   3: 54,669 us/op
Iteration   4: 54,586 us/op
Iteration   5: 54,628 us/op

# Run progress: 32,24% complete, ETA 16:03:52
# Fork: 5 of 5
# Warmup Iteration   1: 54,473 us/op
# Warmup Iteration   2: 54,297 us/op
# Warmup Iteration   3: 55,174 us/op
# Warmup Iteration   4: 54,821 us/op
# Warmup Iteration   5: 56,094 us/op
Iteration   1: 54,623 us/op
Iteration   2: 54,657 us/op
Iteration   3: 54,542 us/op
Iteration   4: 55,277 us/op
Iteration   5: 54,979 us/op


Result "de.codecentric.fpl.list.Consume.mapElementsToThereDoubleValue":
  54,752 ±(99.9%) 0,291 us/op [Average]
  (min, avg, max) = (54,226, 54,752, 56,090), stdev = 0,388
  CI (99.9%): [54,462, 55,043] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.recursiveSplit
# Parameters: (size = 1)

# Run progress: 32,35% complete, ETA 16:02:12
# Fork: 1 of 5
# Warmup Iteration   1: 0,005 us/op
# Warmup Iteration   2: 0,005 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 32,47% complete, ETA 16:00:31
# Fork: 2 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,005 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
